"","X","Idshp","Produccion","Kg.arbol","Campo","Marco","Lon","Lat","DEM","slope","aspect","tri","tpi","roughness","flowdir","NDVISep","gNDVISep","SAVISep","NDVIEne","gNDVIEne","SAVIEne","DifNDVISepEne","DifgNDVISepEne","DifSAVISepEne","DG10ABRNOV","DG10ABROCT","DG10AGOOCT","DG10MAYNOV","DG10MAYOCT","DG12ABRNOV","DG12ABROCT","DG12AGOOCT","DG12MAYNOV","DG12MAYOCT","DG15ABRNOV","DG15ABROCT","DG15AGOOCT","DG15MAYNOV","DG15MAYOCT","CH10ABRNOV","CH10ABROCT","CH10AGOOCT","CH10MAYNOV","CH10MAYOCT","CH12ABRNOV","CH12ABROCT","CH12AGOOCT","CH12MAYNOV","CH12MAYOCT","CH15ABRNOV","CH15ABROCT","CH15AGOOCT","CH15MAYNOV","CH15MAYOCT","CH10ago","CH12ago","CH15ago","CH10sep","CH12sep","CH15sep","CH10oct","CH12oct","CH15oct","CH10nov","CH12nov","CH15nov"
"26",26,26,2020,96.6518167014652,"Freirina",100,-71.09388589,-28.50107074,80,2.084309673,305.5376778,0.875,-0.375,3,64,0.52124181,0.660276413,0.25698173,0.570870332,0.665536761,0.308445305,0.049628522,0.005260348,0.051463574,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"27",27,27,2020,103.512906151515,"Freirina",100,-71.09386422,-28.50100791,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.500406158,0.666215599,0.247654781,0.580792158,0.669751942,0.316503257,0.080386,0.003536344,0.068848476,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"28",28,28,2020,101.930224516705,"Freirina",100,-71.09383162,-28.50090915,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.539056463,0.675789475,0.275639325,0.546316561,0.652377248,0.290235072,0.007260098,-0.023412228,0.014595747,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"29",29,29,2020,98.1219104848485,"Freirina",100,-71.09380924,-28.50081024,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.497981631,0.636728168,0.263495147,0.605590064,0.680754244,0.355839431,0.107608433,0.044026077,0.092344284,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"30",30,30,2020,90.7891411180901,"Freirina",100,-71.09379725,-28.50072019,80,1.454105826,270,0.75,0.5,3,32,0.430581292,0.605317891,0.226529032,0.610791169,0.66896987,0.364200532,0.180209877,0.063651979,0.1376715,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"31",31,31,2020,91.2784687957835,"Freirina",100,-71.09376501,-28.50063948,80,1.454105826,270,0.75,0.5,3,32,0.385708973,0.589699566,0.201550916,0.612238891,0.671751082,0.371651381,0.226529918,0.082051516,0.170100465,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"32",32,32,2020,92.5763122853387,"Freirina",100,-71.09374281,-28.50054959,80,1.454105826,270,0.75,0.5,3,32,0.370415141,0.584342957,0.184266806,0.647159093,0.718435109,0.401056349,0.276743952,0.134092152,0.216789544,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"33",33,33,2020,105.112235842269,"Freirina",100,-71.09373064,-28.50045052,80,1.71353711,261.8698976,0.75,0.5,3,16,0.438240281,0.634615421,0.211026624,0.512263488,0.630525172,0.27922079,0.074023207,-0.00409025,0.068194166,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"34",34,34,2020,95.6232018494284,"Freirina",100,-71.0936778,-28.5003611,80,1.71353711,261.8698976,0.75,0.5,3,16,0.502546685,0.670599341,0.241435558,0.539009628,0.659623504,0.290700674,0.036462943,-0.010975838,0.049265116,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"35",35,35,2020,92.2098091810966,"Freirina",100,-71.09365577,-28.50028023,80,1.71353711,261.8698976,0.75,0.5,3,16,0.506528592,0.667995989,0.233693391,0.530402954,0.652689874,0.28098321,0.023874362,-0.015306115,0.047289819,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"36",36,36,2020,97.4287413888889,"Freirina",100,-71.09363375,-28.50019936,81,2.298403281,288.4349488,2,2,4,16,0.521032909,0.683725238,0.253546834,0.55068879,0.659735382,0.29862088,0.029655881,-0.023989856,0.045074046,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"37",37,37,2020,100.955611223156,"Freirina",100,-71.09361154,-28.50010947,81,2.298403281,288.4349488,2,2,4,16,0.533466932,0.697426796,0.266377598,0.555634292,0.660991311,0.300690353,0.02216736,-0.036435485,0.034312755,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"38",38,38,2020,97.3324648857809,"Freirina",100,-71.09358934,-28.50001958,81,2.298403281,288.4349488,2,2,4,16,0.516430034,0.668005347,0.25579372,0.531440888,0.643022358,0.285044312,0.015010854,-0.024982989,0.029250592,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"39",39,39,2020,94.2869417802507,"Freirina",100,-71.09348758,-28.50003919,80,0.342805543,315,0.375,-0.125,2,32,0.50370369,0.660909057,0.247106314,0.527836503,0.645540833,0.286680281,0.024132813,-0.015368223,0.039573967,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"40",40,40,2020,94.9876611854703,"Freirina",100,-71.09351982,-28.50011991,80,0.342805543,315,0.375,-0.125,2,32,0.532573288,0.681858838,0.263143778,0.544905948,0.637321293,0.294550359,0.01233266,-0.044537544,0.031406581,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"41",41,41,2020,99.5262412103407,"Freirina",100,-71.0935422,-28.50021882,80,0.342805543,315,0.375,-0.125,2,32,0.525525518,0.690114081,0.250647932,0.538628922,0.654446185,0.287159979,0.013103404,-0.035667896,0.036512047,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"42",42,42,2020,92.857785338216,"Freirina",100,-71.09357444,-28.50029953,80,0.342805543,225,0.375,-0.375,1,16,0.506528592,0.667995989,0.233693391,0.530402954,0.652689874,0.28098321,0.023874362,-0.015306115,0.047289819,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"43",43,43,2020,90.171469627835,"Freirina",100,-71.09359646,-28.5003804,80,0.342805543,225,0.375,-0.375,1,16,0.432809771,0.624134541,0.204059243,0.498746859,0.61996901,0.268125236,0.065937088,-0.00416553,0.064065993,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"44",44,44,2020,91.2865161164548,"Freirina",100,-71.09362906,-28.50047916,80,1.71353711,261.8698976,0.75,0.5,3,16,0.400774848,0.612487674,0.190700531,0.542011024,0.648141325,0.298709512,0.141236176,0.035653651,0.108008981,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"45",45,45,2020,89.3859993508533,"Freirina",100,-71.09365126,-28.50056905,80,1.454105826,270,0.75,0.5,3,32,0.378064504,0.608433723,0.179999992,0.588556713,0.693045557,0.338614225,0.210492209,0.084611833,0.158614233,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"46",46,46,2020,93.710339046807,"Freirina",100,-71.09367346,-28.50065894,80,1.454105826,270,0.75,0.5,3,32,0.415558271,0.613970578,0.20672372,0.648409904,0.719287455,0.393401623,0.232851633,0.105316877,0.186677903,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"47",47,47,2020,91.2664101211326,"Freirina",100,-71.09368546,-28.50074899,80,1.454105826,270,0.75,0.5,3,32,0.472383137,0.629756272,0.241731435,0.627149314,0.704804063,0.375045091,0.154766177,0.075047791,0.133313656,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"48",48,48,2020,99.1230225714286,"Freirina",100,-71.09371787,-28.50083872,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.529661006,0.662955821,0.287282944,0.594663263,0.676686704,0.34462443,0.065002257,0.013730884,0.057341486,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"49",49,49,2020,103.952180668815,"Freirina",100,-71.09374008,-28.50092861,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.523531548,0.66573596,0.278064847,0.579939415,0.668681145,0.324237853,0.056407867,0.002945185,0.046173006,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"50",50,50,2020,99.650731904762,"Freirina",100,-71.09376228,-28.5010185,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.482911149,0.649373889,0.240617082,0.581538454,0.674267113,0.32195583,0.098627305,0.024893224,0.081338748,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"51",51,51,2020,100.574803857143,"Freirina",100,-71.09378377,-28.50107231,80,2.084309673,305.5376778,0.875,-0.375,3,64,0.500406158,0.666215599,0.247654781,0.580792158,0.669751942,0.316503257,0.080386,0.003536344,0.068848476,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"52",52,52,2020,101.179495521645,"Freirina",100,-71.09380616,-28.50117122,80,2.084309673,305.5376778,0.875,-0.375,3,64,0.493670885,0.652213156,0.243455499,0.582938382,0.6705966,0.324742258,0.089267497,0.018383443,0.081286758,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"53",53,53,2020,95.8792892063492,"Freirina",100,-71.09383857,-28.50126096,80,2.084309673,305.5376778,0.875,-0.375,3,64,0.473548371,0.654273272,0.225460738,0.544996412,0.641300201,0.291977376,0.071448041,-0.01297307,0.066516638,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"54",54,54,2020,91.575211287791,"Freirina",100,-71.0938717,-28.50138677,81,0.969519521,270,0.75,0.5,2,64,0.512864504,0.677603483,0.244680867,0.517897963,0.62893343,0.267505914,0.005033459,-0.048670053,0.022825047,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"55",55,55,2020,88.866628773462,"Freirina",100,-71.09389355,-28.50145862,81,0.969519521,270,0.75,0.5,2,64,0.478771448,0.664463699,0.220404759,0.529761911,0.643485188,0.277835578,0.050990463,-0.02097851,0.057430819,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"56",56,56,2020,89.9849562922781,"Freirina",100,-71.09393653,-28.50156624,80,0.969519521,270,0.75,0.5,2,64,0.394927545,0.621052682,0.181465045,0.471698111,0.615982294,0.263554215,0.076770566,-0.005070388,0.082089171,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"57",57,57,2020,87.3773212600703,"Freirina",100,-71.09396877,-28.50164695,80,0.969519521,270,0.75,0.5,2,64,0.434591718,0.645518661,0.204039559,0.463564826,0.596268654,0.256531626,0.028973108,-0.049250007,0.052492067,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"58",58,58,2020,100.992423101539,"Freirina",100,-71.09385662,-28.50165771,81,0.969519521,270,0.75,0.5,2,64,0.467922819,0.661757231,0.216419965,0.511964924,0.620664716,0.285992205,0.044042105,-0.041092515,0.06957224,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"59",59,59,2020,91.9338683640708,"Freirina",100,-71.09382421,-28.50156797,81,0.969519521,270,0.75,0.5,2,64,0.425898595,0.629712999,0.184539914,0.498025141,0.625876844,0.267244697,0.072126546,-0.003836155,0.082704782,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"60",60,60,2020,94.0077657303507,"Freirina",100,-71.09380236,-28.50149612,81,0.969519521,270,0.75,0.5,2,64,0.472979424,0.650589526,0.209208846,0.520759198,0.63868773,0.262385458,0.047779774,-0.011901796,0.053176612,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"61",61,61,2020,99.7678048447826,"Freirina",100,-71.09376994,-28.50140639,81,0.969519521,270,0.75,0.5,2,64,0.495010826,0.659123719,0.234291568,0.510248112,0.624129951,0.273550957,0.015237286,-0.034993768,0.039259389,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
