"","Predicho","Observado","Campo","Produccion","ID","Diferencia"
"325",88.2369562698413,95.1,"Freirina","2019",450,6.86304373015874
"326",80.5712195476191,73.5,"Freirina","2019",451,-7.07121954761908
"327",108.21221734127,130.7,"Freirina","2019",452,22.4877826587302
"328",107.734238798716,134.1,"Freirina","2019",453,26.3657612012838
"329",93.9949845221366,86.1,"Freirina","2019",454,-7.89498452213661
"330",103.223796635854,84.4,"Freirina","2019",455,-18.8237966358545
"331",97.8204651675784,97.6,"Freirina","2019",456,-0.220465167578453
"332",93.8105267375687,95.8,"Freirina","2019",457,1.98947326243132
"333",99.797400826193,113.6,"Freirina","2019",458,13.802599173807
"334",106.263038412824,103.6,"Freirina","2019",459,-2.66303841282355
"335",70.8173702857143,48,"Freirina","2019",460,-22.8173702857143
"336",85.5838384578754,98.4,"Freirina","2019",461,12.8161615421246
"337",77.7810078766233,68.5,"Freirina","2019",462,-9.28100787662331
"338",94.1576861721611,110.5,"Freirina","2019",463,16.3423138278389
"339",86.896507056277,77,"Freirina","2019",464,-9.89650705627703
"340",82.7119704160402,76,"Freirina","2019",465,-6.71197041604019
"341",81.7653375541126,74.4,"Freirina","2019",466,-7.36533755411264
"342",66.2472941414143,33.4,"Freirina","2019",467,-32.8472941414143
"343",74.9330856053624,60.7,"Freirina","2019",468,-14.2330856053624
"344",98.1902300425308,123.4,"Freirina","2019",471,25.2097699574692
"345",79.4390731537689,65,"Freirina","2019",472,-14.4390731537689
"346",116.768496885985,144.2,"Freirina","2019",473,27.4315031140148
"347",64.1994485714286,40,"Freirina","2019",477,-24.1994485714286
"348",88.3247186904762,93.8,"Freirina","2019",478,5.47528130952377
"349",76.5489993492064,67.2,"Freirina","2019",479,-9.34899934920635
"350",88.1061431746033,90.3,"Freirina","2019",484,2.19385682539672
"351",90.1459802777778,86.2,"Freirina","2019",485,-3.94598027777775
"352",102.318378177191,127.5,"Freirina","2019",486,25.1816218228088
"353",84.481910809524,78.8,"Freirina","2019",490,-5.68191080952396
"354",113.564255,149.9,"Freirina","2019",491,36.3357449999997
"355",83.4259650952383,102.4,"Freirina","2019",492,18.9740349047617
"356",126.666096957432,184.4,"Freirina","2019",494,57.7339030425682
"357",76.12929532684,39.9,"Freirina","2019",495,-36.22929532684
"358",80.586334125541,60.6,"Freirina","2019",496,-19.986334125541
"359",87.7540477346542,84.3,"Freirina","2019",497,-3.45404773465422
"360",114.803617809524,157.7,"Freirina","2019",499,42.8963821904764
"361",110.177309642857,91.2,"Freirina","2019",500,-18.977309642857
"362",84.6739131305552,79.9,"Freirina","2019",501,-4.77391313055517
"363",87.4030609715185,79.9,"Freirina","2019",502,-7.50306097151852
"364",91.3987891207184,99.8,"Freirina","2019",504,8.40121087928155
"365",52.3081568333332,14.1,"Freirina","2018",1,-38.2081568333332
"366",71.2550039121989,61,"Freirina","2018",2,-10.2550039121989
"367",78.1842821269842,57.8,"Freirina","2018",3,-20.3842821269842
"368",76.4657647294373,60,"Freirina","2018",4,-16.4657647294373
"369",77.274567323283,61.4,"Freirina","2018",5,-15.874567323283
"370",47.413840276076,19.68,"Freirina","2018",6,-27.733840276076
"371",57.5516670500962,39.37,"Freirina","2018",7,-18.1816670500962
"372",76.6012322072398,72.9,"Freirina","2018",8,-3.70123220723976
"373",61.5340232248519,56.85,"Freirina","2018",9,-4.68402322485185
"374",117.868868473885,175.2,"Freirina","2018",10,57.331131526115
"375",112.580047830397,144.2,"Freirina","2018",11,31.6199521696028
"376",97.4376563515405,102,"Freirina","2018",12,4.56234364845946
"377",87.7302971128684,99,"Freirina","2018",13,11.2697028871316
"378",79.8956633267801,68.5,"Freirina","2018",14,-11.3956633267801
"379",77.1744172648067,69.9,"Freirina","2018",15,-7.27441726480674
"380",101.758971141314,116.8,"Freirina","2018",16,15.0410288586856
"381",86.2775209556517,111,"Freirina","2018",17,24.7224790443483
"382",66.0007551254204,54.8,"Freirina","2018",18,-11.2007551254204
"383",65.7378114968466,54.7,"Freirina","2018",19,-11.0378114968466
"384",61.7755808806326,40,"Freirina","2018",20,-21.7755808806326
"385",62.6499567165392,57,"Freirina","2018",21,-5.64995671653922
"386",62.2517462689267,40.3,"Freirina","2018",22,-21.9517462689267
"387",65.6791720244119,59.7,"Freirina","2018",23,-5.97917202441185
"388",70.8673664151206,58.8,"Freirina","2018",24,-12.0673664151206
"389",67.8910686875903,40.4,"Freirina","2018",25,-27.4910686875903
"390",86.0719204285714,94,"Freirina","2018",26,7.92807957142855
"391",86.281400015873,94,"Freirina","2018",27,7.71859998412701
"392",73.8137274083695,71,"Freirina","2018",28,-2.81372740836946
