ID arbol,16-Sep,ene17,17-Sep,ene18,18-Sep,ene19,19-Sep,ene20
134,0.207027942,0.311514199,0.284881383,0.290179789,0.256723225,0.266251534,0.201295108,0.334638715
135,0.226766601,0.302541018,0.286068976,0.343089223,0.257985771,0.289246738,0.20704107,0.312459946
136,0.245214805,0.297111124,0.276919961,0.334610879,0.241116732,0.270558655,0.20763424,0.300702482
137,0.234522119,0.285954535,0.276427716,0.327179909,0.256587207,0.260262728,0.225918695,0.29227367
138,0.209129512,0.307824016,0.288662553,0.342057884,0.26706171,0.265966207,0.245359868,0.304846764
139,0.17682673,0.330456078,0.292485148,0.358003765,0.244340152,0.255065739,0.235218495,0.294539869
140,0.193027228,0.313397735,0.275641888,0.313081741,0.263909757,0.237079576,0.230989367,0.294320792
141,0.213005126,0.307585925,0.276484758,0.311869651,0.258578092,0.26406166,0.230046302,0.305810392
142,0.20750989,0.312072575,0.273404956,0.308299601,0.260530651,0.287457854,0.206184193,0.311149031
143,0.206383571,0.322981387,0.279701978,0.304303288,0.266132355,0.290136546,0.218645439,0.294852078
144,0.211031348,0.304585576,0.290431887,0.324382037,0.298644334,0.267892987,0.221910134,0.292296946
145,0.211031348,0.304585576,0.290431887,0.324382037,0.298644334,0.267892987,0.221910134,0.292296946
146,0.210636511,0.279139459,0.263260365,0.309381098,0.262439817,0.267864257,0.195900843,0.257668704
147,0.197881356,0.278293133,0.272325009,0.293753296,0.254617065,0.236736327,0.196273133,0.251709014
148,0.211031348,0.304585576,0.290431887,0.324382037,0.298644334,0.267892987,0.221910134,0.292296946
149,0.218689248,0.312312126,0.293103456,0.316145241,0.263165176,0.258497566,0.213827223,0.301977694
150,0.215883031,0.301837802,0.271544725,0.322557569,0.286391765,0.287742108,0.225403219,0.312167317
151,0.212623864,0.301195204,0.275336921,0.326819927,0.268159896,0.267754316,0.234068632,0.318343252
152,0.202889174,0.317216992,0.280392706,0.339889407,0.267261028,0.253732353,0.234285712,0.303360045
153,0.205561921,0.319498837,0.284475833,0.344043702,0.273627251,0.250748694,0.232891545,0.301672786
154,0.217908308,0.297053367,0.267871499,0.328560352,0.255624413,0.229300678,0.246334895,0.315799326
155,0.21677056,0.287311435,0.265501201,0.320654303,0.250552177,0.207092568,0.23496446,0.293142855
156,0.220409945,0.288289487,0.263226599,0.31788078,0.255336612,0.207058355,0.221364319,0.276893467
157,0.189075634,0.301994681,0.274128139,0.340277761,0.261479259,0.242067277,0.229644269,0.317188084
158,0.180857003,0.324746221,0.304393291,0.324000001,0.261666656,0.251217544,0.219300658,0.335753053
159,0.18515721,0.349609852,0.308868885,0.29945904,0.273934036,0.234984264,0.2101271,0.319204807
160,0.200974166,0.313246757,0.270761013,0.322090626,0.259907067,0.247811809,0.202884331,0.285444945
161,0.184157997,0.284489691,0.241789192,0.321721554,0.233960405,0.245582536,0.198688105,0.261128932
162,0.17544876,0.222425416,0.196168542,0.275693297,0.205290034,0.213540912,0.172159329,0.239686668
163,0.192807615,0.247412026,0.211774543,0.285444736,0.220669612,0.230258465,0.183948144,0.238850996
164,0.193069309,0.29165563,0.256933123,0.305917144,0.253488988,0.236644924,0.202145204,0.29631719
165,0.171309188,0.316456527,0.291457951,0.307125151,0.269106358,0.244692519,0.223361477,0.326805145
166,0.165314689,0.319219291,0.29803279,0.339016348,0.262432456,0.23975575,0.24241212,0.336197168
167,0.198561147,0.294768602,0.266006827,0.315049499,0.248344362,0.237104833,0.227177605,0.311313599
168,0.222810537,0.305728674,0.283718437,0.339875609,0.240610167,0.222653002,0.221350074,0.284053147
169,0.230965182,0.315447271,0.281212032,0.311554849,0.235978097,0.245730281,0.244995996,0.285815805
170,0.232638389,0.312779397,0.269626439,0.319255441,0.274283439,0.248943135,0.24215515,0.30244711
171,0.211143062,0.305323809,0.289009213,0.333702594,0.291340709,0.289195776,0.267378956,0.31275934
172,0.213540912,0.298312575,0.278455287,0.322879672,0.279093504,0.292228818,0.256764114,0.305440426
173,0.200667426,0.303756982,0.270578623,0.318396211,0.259077728,0.273832023,0.249120906,0.308778644
174,0.20550023,0.300159544,0.275485426,0.306884855,0.265565783,0.252563417,0.239661276,0.313038588
175,0.192514509,0.307687253,0.295574307,0.304528892,0.228724822,0.24870041,0.205804735,0.284030437
176,0.187314376,0.279898554,0.28207171,0.308621824,0.231540889,0.220172018,0.209651262,0.25460121
177,0.206079662,0.262114525,0.270733654,0.293389499,0.234771922,0.211165041,0.193885922,0.256211191
178,0.199985817,0.311678052,0.289811462,0.304582566,0.248443857,0.279088676,0.216566876,0.252956301
179,0.190909103,0.339753449,0.313453257,0.31844008,0.244081646,0.28737852,0.233350992,0.276128948
180,0.208556145,0.328634262,0.316736192,0.326120555,0.267558753,0.297422469,0.254159451,0.294320792
181,0.216654837,0.317236453,0.301968515,0.31338349,0.251275182,0.258535564,0.231639534,0.291364163
182,0.235462606,0.305533588,0.292405069,0.332573891,0.277202785,0.271742046,0.277748019,0.319994956
183,0.235462606,0.305533588,0.292405069,0.332573891,0.277202785,0.271742046,0.277748019,0.319994956
184,0.209640115,0.311112583,0.290554971,0.337539017,0.276797831,0.291940898,0.281363457,0.309523821
185,0.223250866,0.326890975,0.309791118,0.349701434,0.244569689,0.271447718,0.248706788,0.312044472
186,0.225922793,0.311803281,0.303789973,0.35944438,0.251223475,0.266205281,0.222853631,0.286929637
187,0.233713448,0.302232862,0.281754583,0.337197185,0.257066786,0.282413095,0.226589203,0.2702685
188,0.233713448,0.302232862,0.281754583,0.337197185,0.257066786,0.282413095,0.226589203,0.2702685
189,0.178434715,0.286593527,0.270319462,0.314980298,0.263096064,0.250380307,0.230614975,0.299087346
190,0.181857273,0.246250153,0.209492519,0.283090681,0.233230412,0.235801414,0.193388104,0.236743852
191,0.205066517,0.281954885,0.221635342,0.298335969,0.267066032,0.258862317,0.209890693,0.248123229
192,0.235351309,0.313497245,0.269764036,0.329420149,0.302659869,0.268399715,0.229583576,0.283595562
193,0.226527154,0.320600182,0.291551501,0.355728954,0.294926852,0.269220412,0.237055019,0.303207755
194,0.200790748,0.34801209,0.331707001,0.373577297,0.295221388,0.25974974,0.251789331,0.318670332
195,0.193065003,0.321106315,0.297379583,0.339360476,0.284665585,0.274271846,0.251060605,0.296232194
196,0.217322141,0.300877303,0.288012862,0.347164929,0.293760121,0.270378411,0.268716574,0.3125723
197,0.236864582,0.301743478,0.295547903,0.343298972,0.263993561,0.255210459,0.251935899,0.326119989
198,0.219328448,0.301033258,0.294459105,0.329182863,0.272465736,0.276853859,0.243303284,0.30752182
